recording_id,subject_id,activity_id,activity,activity_code,trial_token,filename_suffix,row_count,malformed_rows,content_sha256,duplicate_group_id,duplicate_group_scope,primary_status,exclusion_reason,supplementary_6ch_eligible,accel_samples,accel_duration_seconds,accel_nonmonotonic_steps,accel_duplicate_time_steps,accel_internal_padding_rows,accel_median_step,accel_max_step,gyro_samples,gyro_duration_seconds,gyro_nonmonotonic_steps,gyro_duplicate_time_steps,gyro_internal_padding_rows,gyro_median_step,gyro_max_step,accel_3s_windows,gyro_3s_windows,split_feasible_activity,full_sparse_evaluable_client,minimum_support_client,split,allocation_lock
6.Lay-stand/1001_G_1.csv,1001,6,Lay-stand,G,1,,4401,0,f6ea9040f5eaccd049478a12bdc9270934c652f04caaa06816f88ed689728d49,,,included,,True,4401,44.0,0,0,0,0.009999999999999787,0.010000000000005116,4401,44.0,0,0,0,0.009999999999999787,0.010000000000005116,14,14,True,False,False,train,
6.Lay-stand/1001_G_2.csv,1001,6,Lay-stand,G,2,,4002,0,c6433ccd538c537e0d0d97543e9732e3a33add61d94b6f101b57f95bee2875fb,,,included,,True,4001,40.0,0,0,0,0.009999999999999787,0.010000000000005116,4002,40.01,0,0,0,0.009999999999999787,0.010000000000005116,13,13,True,False,False,validation,
8.Jump/1001_I_1.csv,1001,8,Jump,I,1,,1500,0,e39fe426fe52112e082f26e0e40e601ba5d0ceb3e5acd92811282dd6a63b5564,,,included,,True,1500,14.99,0,0,0,0.009999999999999787,0.010000000000001563,1500,14.99,0,0,0,0.009999999999999787,0.010000000000001563,5,5,False,False,False,train,
0.Stand/1002_A_1.csv,1002,0,Stand,A,1,,7042,0,8c8afad4cfc123ee19368c15bc84e23b9f912fbcdb1b3d5d04ec64399aba2fb6,,,included,,True,7039,70.38000000000001,0,0,0,0.009999999999999787,0.010000000000005116,7042,70.41,0,0,0,0.009999999999999787,0.010000000000005116,23,23,True,True,True,train,supported_train_reservation
0.Stand/1002_A_6.csv,1002,0,Stand,A,6,,6300,0,cad4207c6c69a1d72a2a44d065dfa56ab5e2a4311fc739ee2e173f53ff14fddf,,,included,,True,6300,62.989999999999995,0,0,0,0.009999999999999787,0.010000000000005116,6300,62.99,0,0,0,0.009999999999999787,0.010000000000005116,21,21,True,True,True,test,supported_test_reservation
1.Sit/1002_B_1.csv,1002,1,Sit,B,1,,6302,0,ab8ca5499083e5c156ee1a8519b1d862004f83339e1d4ae52ff118614105b669,,,included,,True,6300,62.989999999999995,0,0,0,0.009999999999999787,0.010000000000005116,6302,63.010000000000005,0,0,0,0.009999999999999787,0.010000000000005116,21,21,True,True,True,train,supported_train_reservation
1.Sit/1002_B_6.csv,1002,1,Sit,B,6,,6296,0,ef4a5a2134d0fe59a9232f4a01a9bfe1048e2f2fe23186b28c3eab56a2a2c2e8,,,included,,True,6296,62.95,0,0,0,0.009999999999999787,0.010000000000005116,6296,62.949999999999996,0,0,0,0.009999999999999787,0.010000000000005116,20,20,True,True,True,test,supported_test_reservation
2.Talk-sit/1002_C_1.csv,1002,2,Talk-sit,C,1,,6537,0,05298b3e92d3a3f5480fc70ee78c03aa0d930535fb995b2326fd215d7fc8c73d,,,included,,True,6535,65.34,0,0,0,0.009999999999999787,0.010000000000005116,6537,65.36,0,0,0,0.009999999999999787,0.010000000000005116,21,21,True,True,True,test,
2.Talk-sit/1002_C_6.csv,1002,2,Talk-sit,C,6,,6160,0,aaf8c02ffa931a4cc49fc1a88e2ebcb7fe702056478ecb9cbf4e01e31f34e6be,,,included,,True,6160,61.59,0,0,0,0.009999999999999787,0.010000000000005116,6160,61.59,0,0,0,0.009999999999999787,0.010000000000005116,20,20,True,True,True,validation,
3.Talk-stand/1002_D_1.csv,1002,3,Talk-stand,D,1,,6307,0,06a8944b65ec7b2d11848f9d5ae98cf0e9db0a133a5057184484841696f477d1,,,included,,True,6300,62.99,0,0,0,0.009999999999999787,0.010000000000005116,6307,63.059999999999995,0,0,0,0.009999999999999787,0.010000000000005116,21,21,True,True,True,test,supported_test_reservation
3.Talk-stand/1002_D_6.csv,1002,3,Talk-stand,D,6,,6362,0,d0adcbbba2e59dcdb28a1095b3ae58b964f159f4fd4cb6eb20f059aafc2691ec,,,included,,True,6362,63.61,0,0,0,0.009999999999999787,0.010000000000005116,6362,63.61,0,0,0,0.009999999999999787,0.010000000000005116,21,21,True,True,True,train,supported_train_reservation
4.Stand-sit/1002_E_1.csv,1002,4,Stand-sit,E,1,,1771,0,1d218e4539fa2165b714f540e5e7f0a9a3a6a0aca48236b8eaf8aac0419b267d,,,included,,True,1771,17.7,0,0,0,0.009999999999999787,0.010000000000001563,1771,17.7,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,validation,
4.Stand-sit/1002_E_10.csv,1002,4,Stand-sit,E,10,,2045,0,2846f661e09c822487e8f44b39ce2777918b4960c6ae128d7447c9b32dfcddfa,,,included,,True,2045,20.44,0,0,0,0.009999999999999787,0.010000000000001563,2045,20.439999999999998,0,0,0,0.009999999999999787,0.010000000000001563,6,6,True,True,True,train,
4.Stand-sit/1002_E_2.csv,1002,4,Stand-sit,E,2,,1641,0,fc4d760d69fc507889d6536fa1a09abe1865c92613083e3d3760c286a4ab897b,,,included,,True,1641,16.4,0,0,0,0.009999999999999787,0.010000000000001563,1640,16.39,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,validation,
4.Stand-sit/1002_E_3.csv,1002,4,Stand-sit,E,3,,1628,0,122ce07367579fd70eb57aa558b5cf03fdacd8e4082ba242fed00fc99d0b85f4,,,included,,True,1626,16.25,0,0,0,0.009999999999999787,0.010000000000001563,1628,16.27,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,test,
4.Stand-sit/1002_E_4.csv,1002,4,Stand-sit,E,4,,1726,0,53417f91243b30235fdd8f75eb364671e90d2d7a25094b3a1542c0d1ea85e9f4,,,included,,True,1726,17.25,0,0,0,0.009999999999999787,0.010000000000001563,1726,17.25,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,train,
4.Stand-sit/1002_E_5.csv,1002,4,Stand-sit,E,5,,2002,0,eb7118258f2349244e65c649fdfd4ba8f05067cd01fe8ed2b5c2d66e1e22a8ba,,,included,,True,1999,19.98,0,0,0,0.009999999999999787,0.010000000000001563,2002,20.01,0,0,0,0.009999999999999787,0.010000000000001563,6,6,True,True,True,train,
4.Stand-sit/1002_E_6.csv,1002,4,Stand-sit,E,6,,1927,0,82371fb3fe7c98f57b38fc6b79074a3e98889e01b9cf4db7cce7b0ceec644379,,,included,,True,1927,19.26,0,0,0,0.009999999999999787,0.010000000000001563,1927,19.26,0,0,0,0.009999999999999787,0.010000000000001563,6,6,True,True,True,train,
4.Stand-sit/1002_E_7.csv,1002,4,Stand-sit,E,7,,1993,0,043c96d53dbea9ae701aa766e0c06c98de0693d81c3a35de055bb8285c9e5807,,,included,,True,1993,19.919999999999998,0,0,0,0.009999999999999787,0.010000000000001563,1993,19.919999999999998,0,0,0,0.009999999999999787,0.010000000000001563,6,6,True,True,True,train,
4.Stand-sit/1002_E_8.csv,1002,4,Stand-sit,E,8,,1861,0,5cc96cc9857fc1dd5851cdded7bf2c4138f0451c3dfba42e05d399758a25f1b3,,,included,,True,1861,18.6,0,0,0,0.009999999999999787,0.010000000000001563,1861,18.599999999999998,0,0,0,0.009999999999999787,0.010000000000001563,6,6,True,True,True,test,
4.Stand-sit/1002_E_9.csv,1002,4,Stand-sit,E,9,,1897,0,4887a26fa409f7f426e73d9571c6e2d51b317596e9e3b8ddec9db87d44416a57,,,included,,True,1897,18.96,0,0,0,0.009999999999999787,0.010000000000001563,1897,18.96,0,0,0,0.009999999999999787,0.010000000000001563,6,6,True,True,True,train,
5.Lay/1002_F_1.csv,1002,5,Lay,F,1,,6298,0,3eeea4b56f324c44851d8c76245ff9121a01f4ff4bf310ed9d1a17167cc9a560,,,included,,True,6298,62.96999999999999,0,0,0,0.009999999999999787,0.010000000000005116,6295,62.93999999999999,0,0,0,0.009999999999999787,0.010000000000005116,20,20,True,True,True,test,
5.Lay/1002_F_6.csv,1002,5,Lay,F,6,,6245,0,32e647fe7ac87aba8346608ac02a41403b3bb3972566a9462f2ca109201aee91,,,included,,True,6245,62.440000000000005,0,0,0,0.009999999999999787,0.010000000000005116,6245,62.44,0,0,0,0.009999999999999787,0.010000000000005116,20,20,True,True,True,validation,
6.Lay-stand/1002_G_1.csv,1002,6,Lay-stand,G,1,,6522,0,0de470dd14ce959bd29906c41c137e72fb4f46e45f4efc87e1164cb3ec911734,,,included,,True,6521,65.19999999999999,0,0,0,0.009999999999999787,0.010000000000005116,6522,65.21,0,0,0,0.009999999999999787,0.010000000000005116,21,21,True,True,True,train,
6.Lay-stand/1002_G_6.csv,1002,6,Lay-stand,G,6,,3282,0,395e083fdac465491b6dc413b42cee7cccb9e4744ed1d0ffa09f828f8c61abe4,,,included,,True,3282,32.81,0,0,0,0.009999999999999787,0.010000000000005116,3282,32.81,0,0,0,0.009999999999999787,0.010000000000005116,10,10,True,True,True,validation,
6.Lay-stand/1002_G_7.csv,1002,6,Lay-stand,G,7,,3282,0,e96ac9375be215c59acc083455119026233c5b9d831000bfd092aab2774c9d9b,,,included,,True,3282,32.81,0,0,0,0.009999999999999787,0.010000000000005116,3282,32.81,0,0,0,0.009999999999999787,0.010000000000005116,10,10,True,True,True,validation,
7.Pick/1002_H_1.csv,1002,7,Pick,H,1,,6006,0,247b362a8dafc0b8a153ca8fffbdb46c43afa5c2cd6d5f911f01aa171cebba4b,,,included,,True,6006,60.05,0,0,0,0.009999999999999787,0.010000000000005116,6005,60.04,0,0,0,0.009999999999999787,0.010000000000005116,20,20,True,True,True,train,
7.Pick/1002_H_6.csv,1002,7,Pick,H,6,,3307,0,0706f233f7879f7e85396820b42aadc5230b7d1ef485597352d12c78a7750cd2,,,included,,True,3307,33.059999999999995,0,0,0,0.009999999999999787,0.010000000000005116,3307,33.059999999999995,0,0,0,0.009999999999999787,0.010000000000005116,11,11,True,True,True,validation,
7.Pick/1002_H_7.csv,1002,7,Pick,H,7,,3349,0,dcd282c0ee7c9095648548d2a5bb67f85a950439380b7ad212a9f4c2c094dcab,,,included,,True,3349,33.48,0,0,0,0.009999999999999787,0.010000000000005116,3349,33.48,0,0,0,0.009999999999999787,0.010000000000005116,11,11,True,True,True,validation,
8.Jump/1002_I_1.csv,1002,8,Jump,I,1,,1499,0,2df83f24fba4f923e1e2909a78367237c7b7e946457f2f0fbf300b665d6631b0,,,included,,True,1499,14.98,0,0,0,0.009999999999999787,0.010000000000001563,1497,14.959999999999999,0,0,0,0.009999999999999787,0.010000000000001563,4,4,True,True,True,test,
8.Jump/1002_I_6.csv,1002,8,Jump,I,6,,1545,0,0446d1813615d8cfe1187ba4ac51d83a0d425cbf48a499e2b4a64d688bfca4d9,,,included,,True,1545,15.44,0,0,0,0.009999999999999787,0.010000000000001563,1545,15.44,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,train,
8.Jump/1002_I_7.csv,1002,8,Jump,I,7,,1666,0,054a7d98b5586ff592a74711351d336c8cfe7b1b6808df9b7b85afb7bfc03390,,,included,,True,1666,16.650000000000002,0,0,0,0.009999999999999787,0.010000000000001563,1666,16.65,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,train,
9.Push-up/1002_J_6.csv,1002,9,Push-up,J,6,,1071,0,f6a02425ca8ab207400edddf97a941ed88dbafd6ae8ce05e0b9d0f365c4e43db,,,included,,True,1071,10.700000000000001,0,0,0,0.009999999999999787,0.010000000000001563,1071,10.7,0,0,0,0.009999999999999787,0.010000000000001563,3,3,False,True,True,train,
10.Sit-up/1002_K_1.csv,1002,10,Sit-up,K,1,,2100,0,e7f59c0824abe87ab95397fa635cbe9e6d5fda245d21619b539bea70ad0a9b6d,,,included,,True,2098,20.97,0,0,0,0.009999999999999787,0.010000000000001563,2100,20.99,0,0,0,0.009999999999999787,0.010000000000001563,6,7,True,True,True,train,
10.Sit-up/1002_K_2.csv,1002,10,Sit-up,K,2,,2354,0,8e49ccf3c2e61bc07f5e633efb9746c26d3d2675f5869840ee02ac5d4460fe66,,,included,,True,2354,23.53,0,0,0,0.009999999999999787,0.010000000000001563,2354,23.529999999999998,0,0,0,0.009999999999999787,0.010000000000001563,7,7,True,True,True,train,
10.Sit-up/1002_K_6.csv,1002,10,Sit-up,K,6,,1822,0,e344950a776a9eac43892d547883a125ab29e856780884ecf8b605ec01fbc69a,,,included,,True,1822,18.21,0,0,0,0.009999999999999787,0.010000000000001563,1822,18.21,0,0,0,0.009999999999999787,0.010000000000001563,6,6,True,True,True,validation,
10.Sit-up/1002_K_7.csv,1002,10,Sit-up,K,7,,2134,0,a58e4914bc75248b3b45336c885882dae1f566fb28e36b3d9a07e689e0414a0f,,,included,,True,2134,21.33,0,0,0,0.009999999999999787,0.010000000000001563,2134,21.330000000000002,0,0,0,0.009999999999999787,0.010000000000001563,7,7,True,True,True,train,
11.Walk/1002_L_1.csv,1002,11,Walk,L,1,,1600,0,f5a88a57c6926e957fc3e453e8abd2a3066385ff7413a6c8bf49f30b8ba1578d,,,included,,True,1600,15.99,0,0,0,0.009999999999999787,0.010000000000001563,1600,15.989999999999998,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,test,
11.Walk/1002_L_2.csv,1002,11,Walk,L,2,,1800,0,4f5a1d97300f728c362dbcfa0670579414e9a1c29c028ed2a87bda5b010620f5,,,included,,True,1800,17.99,0,0,0,0.009999999999999787,0.010000000000001563,1800,17.99,0,0,0,0.009999999999999787,0.010000000000001563,6,6,True,True,True,train,
11.Walk/1002_L_3.csv,1002,11,Walk,L,3,,1885,0,6054476986b6db4a3f158b35e57801f28fbbf4227b2d869ea558a7508e3ac223,,,included,,True,1885,18.84,0,0,0,0.009999999999999787,0.010000000000001563,1885,18.84,0,0,0,0.009999999999999787,0.010000000000001563,6,6,True,True,True,train,
11.Walk/1002_L_4.csv,1002,11,Walk,L,4,,1770,0,61106b63609738aac2086c7822d4cbcad39ac8c29c7409b28e9d9000232fc26f,,,included,,True,1770,17.69,0,0,0,0.009999999999999787,0.010000000000001563,1770,17.69,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,validation,
11.Walk/1002_L_5.csv,1002,11,Walk,L,5,,1811,0,64fff3d33a2cb2a0287dfedb6d636f8271ddf4cae01767fc610dedf177207a79,,,excluded,missing_accelerometer,True,0,0.0,0,0,0,,,1811,18.1,0,0,0,0.009999999999999787,0.010000000000001563,0,6,True,True,True,excluded,
12.Walk-backwards/1002_M_1.csv,1002,12,Walk-backwards,M,1,,2506,0,b06585629196028af1b334f9453b415b6867b9e8cc3071a220776910bf0c4ba3,,,included,,True,2501,25.0,0,0,0,0.009999999999999787,0.010000000000001563,2506,25.049999999999997,0,0,0,0.009999999999999787,0.010000000000001563,8,8,False,True,True,train,
13.Walk-circle/1002_N_1.csv,1002,13,Walk-circle,N,1,,2095,0,18ffbbb7e814cc8b4eba88c71d12193e08610d056dd0a82a54fc66c6368d25ef,,,included,,True,2095,20.94,0,0,0,0.009999999999999787,0.010000000000001563,2094,20.93,0,0,0,0.009999999999999787,0.010000000000001563,6,6,False,True,True,train,
14.Run/1002_O_1.csv,1002,14,Run,O,1,,927,0,467f96b6535e2cae49a820f948e209e6510b7465838feee2ae9ffb1461122a24,,,included,,True,927,9.260000000000002,0,0,0,0.009999999999999787,0.010000000000001563,926,9.25,0,0,0,0.009999999999999787,0.010000000000001563,3,3,True,True,True,test,
14.Run/1002_O_2.csv,1002,14,Run,O,2,,1129,0,6af6c81ca3f22dede28450f6eb2d01aa5efac6df74e9ed2e25215ebef7572d41,,,included,,True,1129,11.28,0,0,0,0.009999999999999787,0.010000000000001563,1128,11.27,0,0,0,0.009999999999999787,0.010000000000001563,3,3,True,True,True,train,
14.Run/1002_O_3.csv,1002,14,Run,O,3,,1226,0,454e16debe54beaf06b759a4951ca9a2047c0e43c96b1c9e0ec5a6f776e6098e,,,included,,True,1225,12.24,0,0,0,0.009999999999999787,0.010000000000001563,1226,12.25,0,0,0,0.009999999999999787,0.010000000000001563,4,4,True,True,True,train,
14.Run/1002_O_4.csv,1002,14,Run,O,4,,1079,0,2a82008d267a114ac689ed26c8a21fe8242bed0b405feeed8307159f997fd83a,,,included,,True,1078,10.77,0,0,0,0.009999999999999787,0.010000000000001563,1079,10.78,0,0,0,0.009999999999999787,0.010000000000001563,3,3,True,True,True,validation,
14.Run/1002_O_5.csv,1002,14,Run,O,5,,1101,0,64081efd5e94ea9187316cf7724db38be458d21a2ea3f8265d71cd49eb9c51a3,,,included,,True,1101,11.0,0,0,0,0.009999999999999787,0.010000000000001563,1100,10.99,0,0,0,0.009999999999999787,0.010000000000001563,3,3,True,True,True,train,
15.Stair-up/1002_S_1.csv,1002,15,Stair-up,S,1,,5493,0,36f7e6409407ba34d94e6f2996aa46ba8c09079cba52d766094f7a2fd48add91,,,included,,True,5493,54.92,0,0,0,0.009999999999999787,0.010000000000005116,5492,54.91,0,0,0,0.009999999999999787,0.010000000000005116,18,18,False,True,True,train,
16.Stair-down/1002_T_1.csv,1002,16,Stair-down,T,1,,5434,0,f9eaefd032e2ec1684a8bf5f35fce7d954bd7603c497d5417894dd6b2f5b0524,,,included,,True,5434,54.33,0,0,0,0.009999999999999787,0.010000000000005116,5434,54.330000000000005,0,0,0,0.009999999999999787,0.010000000000005116,18,18,False,True,True,train,
0.Stand/1003_A_1.csv,1003,0,Stand,A,1,,6796,0,6bacfd67fff7d3874a161715c29f3fac22cfb1fd26560e8ad2894e200203f52a,,,included,,True,6796,67.95,0,0,0,0.009999999999999787,0.010000000000005116,6793,67.92,0,0,0,0.009999999999999787,0.010000000000005116,22,22,False,True,True,validation,
1.Sit/1003_B_1.csv,1003,1,Sit,B,1,,6382,0,1eec841617804d817bcc1ec4c9bd24c3422dd7bf8efe852211cac73f2dd6d49d,,,included,,True,6382,63.81,0,0,0,0.009999999999999787,0.010000000000005116,6378,63.77,0,0,0,0.009999999999999787,0.010000000000005116,21,21,False,True,True,train,
2.Talk-sit/1003_C_1.csv,1003,2,Talk-sit,C,1,,6670,0,e5e2865596c5cb2faab7afe3a95311970177da003a4f51aa3f71d9de7f214ff3,,,included,,True,6670,66.69,0,0,0,0.009999999999999787,0.010000000000005116,6669,66.68,0,0,0,0.009999999999999787,0.010000000000005116,22,22,False,True,True,train,
3.Talk-stand/1003_D_1.csv,1003,3,Talk-stand,D,1,,6390,0,00ffde7de482a04b787557be3c954a96349ad1cfe7445a7359a5112076b6b5a8,,,included,,True,6390,63.89,0,0,0,0.009999999999999787,0.010000000000005116,6386,63.85,0,0,0,0.009999999999999787,0.010000000000005116,21,21,False,True,True,train,
4.Stand-sit/1003_E_1.csv,1003,4,Stand-sit,E,1,,1791,0,f8f6c62bba55e4f5350704e77c66ca9c1d62ecb313845ec46952b9027f8cf97f,,,included,,True,1791,17.900000000000002,0,0,0,0.009999999999999787,0.010000000000001563,1791,17.9,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,train,
4.Stand-sit/1003_E_2.csv,1003,4,Stand-sit,E,2,,1653,0,299c68c75d0ce98b5bdc71c0aab96cab1a7e6873ddb7379b142541b44b3d7d03,,,included,,True,1653,16.52,0,0,0,0.009999999999999787,0.010000000000001563,1649,16.479999999999997,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,test,supported_test_reservation
4.Stand-sit/1003_E_3.csv,1003,4,Stand-sit,E,3,,1774,0,5b39a81b6397ad3aef4c91d95f08f746c9a41a823ee7735e00dc0f6a12b36f8a,,,included,,True,1774,17.73,0,0,0,0.009999999999999787,0.010000000000001563,1774,17.73,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,validation,
4.Stand-sit/1003_E_4.csv,1003,4,Stand-sit,E,4,,1666,0,ef29ac941a12f22359e4f660bcf1d2deda48eb53fa3b09e1edbc4dc11c4b0dc8,,,included,,True,1664,16.63,0,0,0,0.009999999999999787,0.010000000000001563,1666,16.65,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,train,
4.Stand-sit/1003_E_5.csv,1003,4,Stand-sit,E,5,,1610,0,568dcd1ff17a7ed8416030d4fd5352cf5b71274af13e0c55b78d48d761328a2b,,,included,,True,1610,16.09,0,0,0,0.009999999999999787,0.010000000000001563,1609,16.08,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,train,supported_train_reservation
5.Lay/1003_F_1.csv,1003,5,Lay,F,1,,6100,0,6c45850ec0c34e6fcd401e35b466fb52670639d6b6db47d8f416e656c9dd962e,,,included,,True,6100,60.99,0,0,0,0.009999999999999787,0.010000000000005116,6099,60.98,0,0,0,0.009999999999999787,0.010000000000005116,20,20,False,True,True,validation,
6.Lay-stand/1003_G_1.csv,1003,6,Lay-stand,G,1,,6838,0,1b706c4511924a77fdb12e93a5c24ad666ff3751334f391b2db4e78dc985bcf8,,,included,,True,6837,68.36,0,0,0,0.009999999999999787,0.010000000000005116,6838,68.36999999999999,0,0,0,0.009999999999999787,0.010000000000005116,22,22,False,True,True,train,
7.Pick/1003_H_1.csv,1003,7,Pick,H,1,,7179,0,07dd4edf1e36853ba575189e29184e16fd1dffceb6223e420145e90a3eaab69c,,,included,,True,7179,71.78,0,0,0,0.009999999999999787,0.010000000000005116,7175,71.74,0,0,0,0.009999999999999787,0.010000000000005116,23,23,False,True,True,train,
8.Jump/1003_I_1.csv,1003,8,Jump,I,1,,1302,0,d219860285438d168e0999f98e5819a9beca5882c3fa10e686f9faf8d644862d,,,included,,True,1302,13.01,0,0,0,0.009999999999999787,0.010000000000001563,1300,12.99,0,0,0,0.009999999999999787,0.010000000000001563,4,4,True,True,True,train,supported_train_reservation
8.Jump/1003_I_2.csv,1003,8,Jump,I,2,,1300,0,8ee947888068c19daf6cddc482fa22a1bfbc687f36b5d8cab022068938f462a2,,,included,,True,1300,12.99,0,0,0,0.009999999999999787,0.010000000000001563,1300,12.99,0,0,0,0.009999999999999787,0.010000000000001563,4,4,True,True,True,test,supported_test_reservation
9.Push-up/1003_J_1.csv,1003,9,Push-up,J,1,,906,0,9601ef4e6ffe679a665e09ed4e46e9cd7c331c453a99114ed6aa0b70891cc29c,,,included,,True,906,9.049999999999999,0,0,0,0.009999999999999787,0.010000000000001563,904,9.03,0,0,0,0.009999999999999787,0.010000000000001563,3,3,False,True,True,train,
9.Push-up/1003_J_2.csv,1003,9,Push-up,J,2,,889,0,9e01f952d000addbe8fb15b3fadc9aa532600f9c60ced11f9b838d0ad2808eee,,,included,,True,889,8.88,0,0,0,0.009999999999999787,0.010000000000001563,886,8.85,0,0,0,0.009999999999999787,0.010000000000001563,2,2,False,True,True,validation,
10.Sit-up/1003_K_1.csv,1003,10,Sit-up,K,1,,1773,0,fa3967d6ee51d2768b8448aad8674965f5f2425478a5ae4e5df80cf428f7655d,,,included,,True,1773,17.72,0,0,0,0.009999999999999787,0.010000000000001563,1771,17.7,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,test,supported_test_reservation
10.Sit-up/1003_K_2.csv,1003,10,Sit-up,K,2,,1756,0,1bf18b652e28fb726f54654d907392c2cd4fc09ff65350f86ecc3df093b4fd8a,,,included,,True,1755,17.54,0,0,0,0.009999999999999787,0.010000000000001563,1756,17.55,0,0,0,0.009999999999999787,0.010000000000001563,5,5,True,True,True,train,supported_train_reservation
0.Stand/1004_A_1.csv,1004,0,Stand,A,1,,6000,0,fb001e96f619246f12baef83f63b2dae7bc3c42bad2be094ddab9187bfc54bfe,,,included,,True,5999,59.98,0,0,0,0.00999999999999801,0.010000000000005116,6000,59.989999999999995,0,0,0,0.00999999999999801,0.010000000000005116,19,20,False,True,True,train,
