recording_id,subject_id,activity_id,activity,accel_samples,accel_3s_windows,tail_samples_dropped,primary_status,exclusion_reason,split,allocation_lock,split_feasible_activity,full_sparse_evaluable_client,minimum_support_client,content_sha256
4.Stand-sit/1002_E_2.csv,1002,4,Stand-sit,1641,5,141,included,,validation,,True,True,True,fc4d760d69fc507889d6536fa1a09abe1865c92613083e3d3760c286a4ab897b
4.Stand-sit/1002_E_3.csv,1002,4,Stand-sit,1626,5,126,included,,test,,True,True,True,122ce07367579fd70eb57aa558b5cf03fdacd8e4082ba242fed00fc99d0b85f4
4.Stand-sit/1002_E_4.csv,1002,4,Stand-sit,1726,5,226,included,,train,,True,True,True,53417f91243b30235fdd8f75eb364671e90d2d7a25094b3a1542c0d1ea85e9f4
4.Stand-sit/1002_E_5.csv,1002,4,Stand-sit,1999,6,199,included,,train,,True,True,True,eb7118258f2349244e65c649fdfd4ba8f05067cd01fe8ed2b5c2d66e1e22a8ba
4.Stand-sit/1002_E_6.csv,1002,4,Stand-sit,1927,6,127,included,,train,,True,True,True,82371fb3fe7c98f57b38fc6b79074a3e98889e01b9cf4db7cce7b0ceec644379
4.Stand-sit/1002_E_7.csv,1002,4,Stand-sit,1993,6,193,included,,train,,True,True,True,043c96d53dbea9ae701aa766e0c06c98de0693d81c3a35de055bb8285c9e5807
4.Stand-sit/1002_E_8.csv,1002,4,Stand-sit,1861,6,61,included,,test,,True,True,True,5cc96cc9857fc1dd5851cdded7bf2c4138f0451c3dfba42e05d399758a25f1b3
4.Stand-sit/1002_E_9.csv,1002,4,Stand-sit,1897,6,97,included,,train,,True,True,True,4887a26fa409f7f426e73d9571c6e2d51b317596e9e3b8ddec9db87d44416a57
5.Lay/1002_F_1.csv,1002,5,Lay,6298,20,298,included,,test,,True,True,True,3eeea4b56f324c44851d8c76245ff9121a01f4ff4bf310ed9d1a17167cc9a560
5.Lay/1002_F_6.csv,1002,5,Lay,6245,20,245,included,,validation,,True,True,True,32e647fe7ac87aba8346608ac02a41403b3bb3972566a9462f2ca109201aee91
6.Lay-stand/1002_G_1.csv,1002,6,Lay-stand,6521,21,221,included,,train,,True,True,True,0de470dd14ce959bd29906c41c137e72fb4f46e45f4efc87e1164cb3ec911734
6.Lay-stand/1002_G_6.csv,1002,6,Lay-stand,3282,10,282,included,,validation,,True,True,True,395e083fdac465491b6dc413b42cee7cccb9e4744ed1d0ffa09f828f8c61abe4
6.Lay-stand/1002_G_7.csv,1002,6,Lay-stand,3282,10,282,included,,validation,,True,True,True,e96ac9375be215c59acc083455119026233c5b9d831000bfd092aab2774c9d9b
7.Pick/1002_H_1.csv,1002,7,Pick,6006,20,6,included,,train,,True,True,True,247b362a8dafc0b8a153ca8fffbdb46c43afa5c2cd6d5f911f01aa171cebba4b
7.Pick/1002_H_6.csv,1002,7,Pick,3307,11,7,included,,validation,,True,True,True,0706f233f7879f7e85396820b42aadc5230b7d1ef485597352d12c78a7750cd2
7.Pick/1002_H_7.csv,1002,7,Pick,3349,11,49,included,,validation,,True,True,True,dcd282c0ee7c9095648548d2a5bb67f85a950439380b7ad212a9f4c2c094dcab
8.Jump/1002_I_1.csv,1002,8,Jump,1499,4,299,included,,test,,True,True,True,2df83f24fba4f923e1e2909a78367237c7b7e946457f2f0fbf300b665d6631b0
8.Jump/1002_I_6.csv,1002,8,Jump,1545,5,45,included,,train,,True,True,True,0446d1813615d8cfe1187ba4ac51d83a0d425cbf48a499e2b4a64d688bfca4d9
8.Jump/1002_I_7.csv,1002,8,Jump,1666,5,166,included,,train,,True,True,True,054a7d98b5586ff592a74711351d336c8cfe7b1b6808df9b7b85afb7bfc03390
9.Push-up/1002_J_6.csv,1002,9,Push-up,1071,3,171,included,,train,,False,True,True,f6a02425ca8ab207400edddf97a941ed88dbafd6ae8ce05e0b9d0f365c4e43db
10.Sit-up/1002_K_1.csv,1002,10,Sit-up,2098,6,298,included,,train,,True,True,True,e7f59c0824abe87ab95397fa635cbe9e6d5fda245d21619b539bea70ad0a9b6d
10.Sit-up/1002_K_2.csv,1002,10,Sit-up,2354,7,254,included,,train,,True,True,True,8e49ccf3c2e61bc07f5e633efb9746c26d3d2675f5869840ee02ac5d4460fe66
10.Sit-up/1002_K_6.csv,1002,10,Sit-up,1822,6,22,included,,validation,,True,True,True,e344950a776a9eac43892d547883a125ab29e856780884ecf8b605ec01fbc69a
10.Sit-up/1002_K_7.csv,1002,10,Sit-up,2134,7,34,included,,train,,True,True,True,a58e4914bc75248b3b45336c885882dae1f566fb28e36b3d9a07e689e0414a0f
11.Walk/1002_L_1.csv,1002,11,Walk,1600,5,100,included,,test,,True,True,True,f5a88a57c6926e957fc3e453e8abd2a3066385ff7413a6c8bf49f30b8ba1578d
11.Walk/1002_L_2.csv,1002,11,Walk,1800,6,0,included,,train,,True,True,True,4f5a1d97300f728c362dbcfa0670579414e9a1c29c028ed2a87bda5b010620f5
11.Walk/1002_L_3.csv,1002,11,Walk,1885,6,85,included,,train,,True,True,True,6054476986b6db4a3f158b35e57801f28fbbf4227b2d869ea558a7508e3ac223
11.Walk/1002_L_4.csv,1002,11,Walk,1770,5,270,included,,validation,,True,True,True,61106b63609738aac2086c7822d4cbcad39ac8c29c7409b28e9d9000232fc26f
11.Walk/1002_L_5.csv,1002,11,Walk,0,0,0,excluded,missing_accelerometer,excluded,,True,True,True,64fff3d33a2cb2a0287dfedb6d636f8271ddf4cae01767fc610dedf177207a79
12.Walk-backwards/1002_M_1.csv,1002,12,Walk-backwards,2501,8,101,included,,train,,False,True,True,b06585629196028af1b334f9453b415b6867b9e8cc3071a220776910bf0c4ba3
13.Walk-circle/1002_N_1.csv,1002,13,Walk-circle,2095,6,295,included,,train,,False,True,True,18ffbbb7e814cc8b4eba88c71d12193e08610d056dd0a82a54fc66c6368d25ef
14.Run/1002_O_1.csv,1002,14,Run,927,3,27,included,,test,,True,True,True,467f96b6535e2cae49a820f948e209e6510b7465838feee2ae9ffb1461122a24
14.Run/1002_O_2.csv,1002,14,Run,1129,3,229,included,,train,,True,True,True,6af6c81ca3f22dede28450f6eb2d01aa5efac6df74e9ed2e25215ebef7572d41
14.Run/1002_O_3.csv,1002,14,Run,1225,4,25,included,,train,,True,True,True,454e16debe54beaf06b759a4951ca9a2047c0e43c96b1c9e0ec5a6f776e6098e
14.Run/1002_O_4.csv,1002,14,Run,1078,3,178,included,,validation,,True,True,True,2a82008d267a114ac689ed26c8a21fe8242bed0b405feeed8307159f997fd83a
14.Run/1002_O_5.csv,1002,14,Run,1101,3,201,included,,train,,True,True,True,64081efd5e94ea9187316cf7724db38be458d21a2ea3f8265d71cd49eb9c51a3
15.Stair-up/1002_S_1.csv,1002,15,Stair-up,5493,18,93,included,,train,,False,True,True,36f7e6409407ba34d94e6f2996aa46ba8c09079cba52d766094f7a2fd48add91
16.Stair-down/1002_T_1.csv,1002,16,Stair-down,5434,18,34,included,,train,,False,True,True,f9eaefd032e2ec1684a8bf5f35fce7d954bd7603c497d5417894dd6b2f5b0524
0.Stand/1003_A_1.csv,1003,0,Stand,6796,22,196,included,,validation,,False,True,True,6bacfd67fff7d3874a161715c29f3fac22cfb1fd26560e8ad2894e200203f52a
1.Sit/1003_B_1.csv,1003,1,Sit,6382,21,82,included,,train,,False,True,True,1eec841617804d817bcc1ec4c9bd24c3422dd7bf8efe852211cac73f2dd6d49d
2.Talk-sit/1003_C_1.csv,1003,2,Talk-sit,6670,22,70,included,,train,,False,True,True,e5e2865596c5cb2faab7afe3a95311970177da003a4f51aa3f71d9de7f214ff3
3.Talk-stand/1003_D_1.csv,1003,3,Talk-stand,6390,21,90,included,,train,,False,True,True,00ffde7de482a04b787557be3c954a96349ad1cfe7445a7359a5112076b6b5a8
4.Stand-sit/1003_E_1.csv,1003,4,Stand-sit,1791,5,291,included,,train,,True,True,True,f8f6c62bba55e4f5350704e77c66ca9c1d62ecb313845ec46952b9027f8cf97f
4.Stand-sit/1003_E_2.csv,1003,4,Stand-sit,1653,5,153,included,,test,supported_test_reservation,True,True,True,299c68c75d0ce98b5bdc71c0aab96cab1a7e6873ddb7379b142541b44b3d7d03
4.Stand-sit/1003_E_3.csv,1003,4,Stand-sit,1774,5,274,included,,validation,,True,True,True,5b39a81b6397ad3aef4c91d95f08f746c9a41a823ee7735e00dc0f6a12b36f8a
4.Stand-sit/1003_E_4.csv,1003,4,Stand-sit,1664,5,164,included,,train,,True,True,True,ef29ac941a12f22359e4f660bcf1d2deda48eb53fa3b09e1edbc4dc11c4b0dc8
4.Stand-sit/1003_E_5.csv,1003,4,Stand-sit,1610,5,110,included,,train,supported_train_reservation,True,True,True,568dcd1ff17a7ed8416030d4fd5352cf5b71274af13e0c55b78d48d761328a2b
5.Lay/1003_F_1.csv,1003,5,Lay,6100,20,100,included,,validation,,False,True,True,6c45850ec0c34e6fcd401e35b466fb52670639d6b6db47d8f416e656c9dd962e
6.Lay-stand/1003_G_1.csv,1003,6,Lay-stand,6837,22,237,included,,train,,False,True,True,1b706c4511924a77fdb12e93a5c24ad666ff3751334f391b2db4e78dc985bcf8
7.Pick/1003_H_1.csv,1003,7,Pick,7179,23,279,included,,train,,False,True,True,07dd4edf1e36853ba575189e29184e16fd1dffceb6223e420145e90a3eaab69c
8.Jump/1003_I_1.csv,1003,8,Jump,1302,4,102,included,,train,supported_train_reservation,True,True,True,d219860285438d168e0999f98e5819a9beca5882c3fa10e686f9faf8d644862d
8.Jump/1003_I_2.csv,1003,8,Jump,1300,4,100,included,,test,supported_test_reservation,True,True,True,8ee947888068c19daf6cddc482fa22a1bfbc687f36b5d8cab022068938f462a2
9.Push-up/1003_J_1.csv,1003,9,Push-up,906,3,6,included,,train,,False,True,True,9601ef4e6ffe679a665e09ed4e46e9cd7c331c453a99114ed6aa0b70891cc29c
9.Push-up/1003_J_2.csv,1003,9,Push-up,889,2,289,included,,validation,,False,True,True,9e01f952d000addbe8fb15b3fadc9aa532600f9c60ced11f9b838d0ad2808eee
10.Sit-up/1003_K_1.csv,1003,10,Sit-up,1773,5,273,included,,test,supported_test_reservation,True,True,True,fa3967d6ee51d2768b8448aad8674965f5f2425478a5ae4e5df80cf428f7655d
10.Sit-up/1003_K_2.csv,1003,10,Sit-up,1755,5,255,included,,train,supported_train_reservation,True,True,True,1bf18b652e28fb726f54654d907392c2cd4fc09ff65350f86ecc3df093b4fd8a
0.Stand/1004_A_1.csv,1004,0,Stand,5999,19,299,included,,train,,False,True,True,fb001e96f619246f12baef83f63b2dae7bc3c42bad2be094ddab9187bfc54bfe
1.Sit/1004_B_1.csv,1004,1,Sit,6000,20,0,included,,train,,False,True,True,341f74b413b296fcf26fa3a1563784c7fce58cb952b169d1f19ccc1d377d9fb2
2.Talk-sit/1004_C_1.csv,1004,2,Talk-sit,6000,20,0,included,,train,,False,True,True,7c642eb51ca736f6665ae96c290b538d1fc0121589cd5a7a755f9d74ac503e66
3.Talk-stand/1004_D_1.csv,1004,3,Talk-stand,6000,20,0,included,,train,,False,True,True,3c9f47ddfdf880a9c6d0cf45390f7703f156285cc01204f8780e36c2c4078d17
4.Stand-sit/1004_E_1.csv,1004,4,Stand-sit,1800,6,0,included,,test,supported_test_reservation,True,True,True,2cea5ce2b204aeff978476c5cdfe844ee5ddfff9c7ff4ba9b13995b11cb6703e
4.Stand-sit/1004_E_2.csv,1004,4,Stand-sit,2085,6,285,included,,validation,,True,True,True,898ed695f9ffb40c20a64da62338d5f16a5423906f8417f770083c176b757272
4.Stand-sit/1004_E_3.csv,1004,4,Stand-sit,1884,6,84,included,,train,supported_train_reservation,True,True,True,5e72c72158f844ba44783e118a6b5e4fb46f82fe5ab2343caeb8911ee534607d
4.Stand-sit/1004_E_4.csv,1004,4,Stand-sit,2087,6,287,included,,train,,True,True,True,a305cd2eee2e560c67208b625338937b15884a25c510ecc8098f3f2f042629d6
4.Stand-sit/1004_E_5.csv,1004,4,Stand-sit,1744,5,244,included,,train,,True,True,True,47e869c82bb41ebd2f04418b9479985fd8dcc88572e20ea2d464cd8906b3ad7e
5.Lay/1004_F_1.csv,1004,5,Lay,3500,11,200,included,,test,supported_test_reservation,True,True,True,321955ad5f90355bb093f4b7cf1cf7af1d653698970226a0e34fd7267abf7618
5.Lay/1004_F_2.csv,1004,5,Lay,6000,20,0,included,,train,supported_train_reservation,True,True,True,6fc1a90ba2434dd45cbf4684a3e1b0f7f696ae1f35576083b25de721bb53565c
6.Lay-stand/1004_G_1.csv,1004,6,Lay-stand,6800,22,200,included,,train,,False,True,True,57e5abd29f0fd83de083ce32f5a413bc54b6dbed4896cc96899af0f0ef1a96e0
7.Pick/1004_H_1.csv,1004,7,Pick,5856,19,156,included,,train,,False,True,True,b3c29101204de955fe01be5cfd6d8634346c3f18b8e85d4c3f3f3e9bd07b44cc
8.Jump/1004_I_1.csv,1004,8,Jump,874,2,274,included,,validation,,False,True,True,da34c52341acc39a2e18c81366577f2ce91f30a728bf5059523a27ef96f82747
8.Jump/1004_I_2.csv,1004,8,Jump,1399,4,199,included,,train,,False,True,True,c5099e30dffeb9f97cbb34e9cb628400e20706c58fd1991dfdb8f76dd643ba6b
9.Push-up/1004_J_1.csv,1004,9,Push-up,1069,3,169,included,,train,,True,True,True,bbd8ba340fec3feb0fa664b610fee359c4229eaf2fb8c0f699b3473efdb8ef9f
9.Push-up/1004_J_2.csv,1004,9,Push-up,1000,3,100,included,,train,,True,True,True,e0458330b637de7c03ff0a0aa0b9aa3e77c652a066cb929d9f85bc4a6902d852
10.Sit-up/1004_K_1.csv,1004,10,Sit-up,1567,5,67,included,,validation,,True,True,True,589a2519eeebb2edade440162040f8620f2295936a4ebfadc4de498366f17843
10.Sit-up/1004_K_2.csv,1004,10,Sit-up,1635,5,135,included,,train,,True,True,True,b23f90f5cadcaabe5602989ac7d36d83f4447e161d72211b25d6da304b3afbb5
11.Walk/1004_L_1.csv,1004,11,Walk,1547,5,47,included,,test,supported_test_reservation,True,True,True,6ca4963b373723e5a837afd25e84eb03b85e1c335b9240f30a8cc5d966eb0ef0
11.Walk/1004_L_2.csv,1004,11,Walk,1579,5,79,included,,train,,True,True,True,b990b0b14f7a328a51839cc492650f8251ccf11ebb3e5f67630901d91725d0fa
11.Walk/1004_L_5.csv,1004,11,Walk,1626,5,126,included,,train,supported_train_reservation,True,True,True,a8b159174846d2c592a9bd3476d6950699d54d3e39ccd691b5cd5dafcf013ae4
12.Walk-backwards/1004_M_1.csv,1004,12,Walk-backwards,1855,6,55,included,,train,,False,True,True,a9cf7837804d6d10ada6e63cc168db905292c73d1e425eb77ce39af1aba5681b
13.Walk-circle/1004_N_1.csv,1004,13,Walk-circle,3027,10,27,included,,train,,False,True,True,2d8ff7e9410f9e33ae63be041c7723b7980205be2e9b2e4c8f2b552e8fdaae0d
14.Run/1004_O_1.csv,1004,14,Run,781,2,181,included,,train,,False,True,True,934e65c11b3fc3919670e0dbd085c797a1fa9b128ac3ba6494a27b91ca1bd4c4
14.Run/1004_O_2.csv,1004,14,Run,658,2,58,included,,test,,False,True,True,d4f9f29196d29a1ce2724c3c66d369806d24b806a94ea8ca85c566f6a59f3971
14.Run/1004_O_3.csv,1004,14,Run,520,1,220,included,,train,,False,True,True,621c81502a6e2769f54fc4ae210b26ba8c14529e95db6cf2fef82023941b09b5
14.Run/1004_O_4.csv,1004,14,Run,777,2,177,included,,train,,False,True,True,89371699cf837ac3c3f6cc514d0ba6d5b8130a389b24e16809c948bd3b77edf8
14.Run/1004_O_5.csv,1004,14,Run,683,2,83,included,,validation,,False,True,True,5c51c606a2bfd89e316664e5ba168e0739d73dc08d2f838d11a3065176a14419
15.Stair-up/1004_S_1.csv,1004,15,Stair-up,5017,16,217,included,,train,,False,True,True,e1b14e43d68e7cb065a6bae4b8e7121e8845431753e0b8ae0434a3398ef65471
16.Stair-down/1004_T_1.csv,1004,16,Stair-down,4518,15,18,included,,train,,False,True,True,adda6e4cb01f606fdd5351f2590f685a28e9cd59c6d82a582af3758ba5524060
0.Stand/1005_A_1.csv,1005,0,Stand,6200,20,200,included,,train,,False,False,False,8e492aaa099d4648f482848acd78d1e3905843502f594a2f7cb154d207215118
1.Sit/1005_B_1.csv,1005,1,Sit,6000,20,0,included,,validation,,False,False,False,a92b1ec4136c886eb11b7f9b25ef1b4a570a6d8eda5c93a1683fc9d6ebfc561a
2.Talk-sit/1005_C_1.csv,1005,2,Talk-sit,6351,21,51,included,,train,,False,False,False,8c8aa431fe2d1cdf6e7d848a7f18e94e54a690859d9f507c4c97a36a10037300
3.Talk-stand/1005_D_1.csv,1005,3,Talk-stand,6519,21,219,included,,train,,False,False,False,31eb4e7d6ba20bfc5cc0321322cc704e5cbb76b01786ab24c678e171df60302e
4.Stand-sit/1005_E_1.csv,1005,4,Stand-sit,2400,8,0,included,,train,,True,False,False,ca7cdf0a89e72f5665b846259c31bac5ac7c8ab808a7a5db6097774abf794be3
4.Stand-sit/1005_E_2.csv,1005,4,Stand-sit,2675,8,275,included,,train,,True,False,False,fec56edc7647455249ee7b4d9a2c4ff22cb83f6f781be00759a9670dd5052402
4.Stand-sit/1005_E_3.csv,1005,4,Stand-sit,2675,8,275,included,,train,,True,False,False,6037dd1b3c733d8565f2f9f43b286b57f3a86065782f80db7f9cc9e7c58fdce0
4.Stand-sit/1005_E_4.csv,1005,4,Stand-sit,2719,9,19,included,,test,,True,False,False,95e51715778ad60231453aebab3eb15449acd69e067854233c410749008d7755
4.Stand-sit/1005_E_5.csv,1005,4,Stand-sit,2894,9,194,included,,validation,,True,False,False,372c7a68ec2c4d58018eba6e293d329fd1d05003c8c605608dc765e1927ea181
5.Lay/1005_F_1.csv,1005,5,Lay,6494,21,194,included,,train,,False,False,False,8699caa7205002ae7f8ffe402af916d267193defda181d70fb974f72283c0ddc
6.Lay-stand/1005_G_1.csv,1005,6,Lay-stand,4235,14,35,included,,train,,True,False,False,83f7ec2c612509effcdff12d348c434c46bbd2903ce2deb91417568ba1d98236
6.Lay-stand/1005_G_2.csv,1005,6,Lay-stand,3372,11,72,included,,validation,,True,False,False,45519a9e1ee4c2264ffc9790e7269bbf9ddb7e898391f16a610de1a55065988f
7.Pick/1005_H_1.csv,1005,7,Pick,7734,25,234,included,,train,client_train_anchor,False,False,False,01f3b663368119bc5ea2ca855f0638e315ec05c1edaf08a866b8a0635936af26
8.Jump/1005_I_1.csv,1005,8,Jump,1603,5,103,included,,train,,False,False,False,cb94189fb35d67a3e2408b8ccc43fd62d613eae8c3d3fe9c2b35ddb4aefe407b
0.Stand/1006_A_1.csv,1006,0,Stand,6345,21,45,included,,train,,False,True,True,976d3e007622da76d6b5cadb8c200a891b1ab39e42a02b3addab6f7ad84782e3
1.Sit/1006_B_1.csv,1006,1,Sit,6234,20,234,included,,train,,False,True,True,0a097d13aa5ab159d182a428bd3937bda6a3fed04b4569d954c877e5839bfab9
3.Talk-stand/1006_D_1.csv,1006,3,Talk-stand,5974,19,274,included,,train,,False,True,True,bda5398ff325e42a9345ce2e892d9c029bddc6312a9f24f3675cdc88fbbe99cd
4.Stand-sit/1006_E_1.csv,1006,4,Stand-sit,2401,8,1,included,,train,supported_train_reservation,True,True,True,b3952b5301c723e012fd118d0f6268fcdc1ca673648f268eaaa0626a84aedf26
4.Stand-sit/1006_E_2.csv,1006,4,Stand-sit,2103,7,3,included,,test,supported_test_reservation,True,True,True,e7044b60fe9f07f0d385402cba57197be6726f22322ae82c72915e086c432777
4.Stand-sit/1006_E_3.csv,1006,4,Stand-sit,1852,6,52,included,,train,,True,True,True,2a8ebb81e97f3f6441e2530851621f7894647261964c516cee1e22a2a6ea99cb
4.Stand-sit/1006_E_4.csv,1006,4,Stand-sit,1786,5,286,included,,validation,,True,True,True,0ed33eccdadef42640c7bba8678add8d7302376fd4701fd40ea0ab8e8190f7fd
4.Stand-sit/1006_E_5.csv,1006,4,Stand-sit,1900,6,100,included,,train,,True,True,True,40f9fa7166830dfe046c059e1af2c52040ba207be75bd2117e0ef6c49a415ca3
5.Lay/1006_F_1.csv,1006,5,Lay,7055,23,155,included,,validation,,False,True,True,3552d4af22063a5b6ec28ed9fde06b37c904004e9f8af66bf7385fdbb096151b
6.Lay-stand/1006_G_1.csv,1006,6,Lay-stand,2908,9,208,included,,test,supported_test_reservation,True,True,True,291f3926b5498e9c83a6371fffbc669d29d55f8b718aef36cbccf40a600d0eb7
6.Lay-stand/1006_G_2.csv,1006,6,Lay-stand,3472,11,172,included,,train,supported_train_reservation,True,True,True,a36e2c8a3a62052d2da88f093f9505501ac3e0161529712a051745536ae3e3db
7.Pick/1006_H_1.csv,1006,7,Pick,6102,20,102,included,,train,,False,True,True,f56600009c22a735a952a183c616583b9871645a872f218a10e52d0246d810ff
8.Jump/1006_I_1.csv,1006,8,Jump,1051,3,151,included,,train,,False,True,True,a380a77ba6bdb1fafc0a4dc1fdb63db389de8ad23f47ce1c88b8fc7f70777fcb
10.Sit-up/1006_K_1.csv,1006,10,Sit-up,1601,5,101,included,,test,supported_test_reservation,True,True,True,9d22f20ec475e3b9240461021c01b3c4a55b5dc9cb6e1d713575a52d73ba170a
10.Sit-up/1006_K_2.csv,1006,10,Sit-up,2158,7,58,included,,train,supported_train_reservation,True,True,True,3fdcb8a5f8c86011edbe5bd7269ad11a9b655f3607c361cd35a0d8079cff154b
0.Stand/1007_A_1.csv,1007,0,Stand,6484,21,184,included,,train,,False,False,False,a1e0a2a7606e3c81432dd5ebf913bfd0845b8d8053e1aa6ca5d1a57441bfdee2
1.Sit/1007_B_1.csv,1007,1,Sit,5930,19,230,included,,train,,False,False,False,e349dcf22b906f4c8a151c106675c7d90610f12bd410c8b6f84cfca18a301f36
2.Talk-sit/1007_C_1.csv,1007,2,Talk-sit,6031,20,31,included,,train,,False,False,False,6e335d86ab9dab446b3b7c59e278fa3e4b7c5ff907216866eec8a5d2d22124a4
3.Talk-stand/1007_D_1.csv,1007,3,Talk-stand,6126,20,126,included,,train,,False,False,False,83bd0af300e12232c069e0612af92870197901dc635ff7e5ba9dfa80d7a3c82b
4.Stand-sit/1007_E_1.csv,1007,4,Stand-sit,2200,7,100,included,,train,,True,False,False,56df83d55236278cdbc9b031fb66be13f92bd873f50445e4926fc63db7a4f9ca
4.Stand-sit/1007_E_2.csv,1007,4,Stand-sit,2313,7,213,included,,validation,,True,False,False,dd9ae4b17f7a5726cb3c6e55f2ac1d5e734faf18bc5ccfe0cdf9c4dbc0e4c9dd
4.Stand-sit/1007_E_3.csv,1007,4,Stand-sit,2952,9,252,included,,test,,True,False,False,a82f5c6e23745378da5d4aa06eb5de5280302dd091a0cc161e10a5ae72b40cff
4.Stand-sit/1007_E_4.csv,1007,4,Stand-sit,2377,7,277,included,,train,,True,False,False,ced13c723279207872ec06192e992d1836b550f74bb922f318963022529ffd2f
4.Stand-sit/1007_E_5.csv,1007,4,Stand-sit,2400,8,0,included,,train,,True,False,False,c5aad3ab5c54cd77551d988093b5d4f52472ee183ab999f37884e3561ad2b9a5
5.Lay/1007_F_1.csv,1007,5,Lay,7067,23,167,included,,test,,False,False,False,c5ca4fc2eab31fcf722e59da9a0a43b194387273b4afde6af28d46e50d8a064d
