recording_id,raw_run_id,execution_id,user_id,client_id,model,device_id,activity_id,activity,segment_index,source_samples,start_creation_time_ns,end_creation_time_ns,duration_seconds,arrival_start_ms,arrival_end_ms,arrival_median_ms,gap_before_ns,median_sample_interval_ns,estimated_sample_rate_hz,resampled_3s_windows,primary_status,exclusion_reason,split
user=a/device=nexus4_1/activity=bike/bout=01/segment=012,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,12,722,1424698366018421022,1424698369639857451,3.621436429,1424698368001,1424698371631,1424698369822,4753417969,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=013,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,13,678,1424698375012690703,1424698378643288737,3.630598034,1424698377004,1424698380506,1424698378711,5372833252,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=014,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,14,16,1424698380017658990,1424698380184090739,0.166431749,1424698382005,1424698382083,1424698382042,1374370253,5035400.0,198.5939548000159,0,excluded,insufficient_continuous_duration,excluded
user=a/device=nexus4_1/activity=bike/bout=01/segment=015,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,15,661,1424698383834584038,1424698387334674369,3.500090331,1424698386003,1424698389326,1424698387668,3650493299,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=016,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,16,2056,1424698392017596732,1424698402689519977,10.671923245,1424698393995,1424698404680,1424698399170,4682922363,5035400.0,198.5939548000159,3,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=017,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,17,978,1424698406107025180,1424698411021222896,4.914197716,1424698408002,1424698413016,1424698410554,3417505203,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=018,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,18,665,1424698416202588863,1424698420357719340,4.155130477,1424698419005,1424698422351,1424698420685,5181365967,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=019,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,19,1410,1424698425010581889,1424698432104364452,7.093782563,1424698427001,1424698434096,1424698430552,4652862549,5035400.0,198.5939548000159,2,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=020,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,20,681,1424698437013879833,1424698440430177245,3.416297412,1424698438997,1424698442421,1424698440721,4909515381,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=021,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,21,2,1424698443014191718,1424698443472474608,0.45828289,1424698445000,1424698445004,1424698445002,2584014473,458282890.0,2.182058335191174,0,excluded,insufficient_continuous_duration,excluded
user=a/device=nexus4_1/activity=bike/bout=01/segment=022,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,22,669,1424698445541199775,1424698449373490540,3.832290765,1424698448001,1424698451365,1424698449689,2068725167,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=023,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,23,732,1424698454006303040,1424698457688745200,3.68244216,1424698456004,1424698459679,1424698457842,4632812500,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=024,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,24,1672,1424698460402955039,1424698469471939137,9.068984098,1424698462000,1424698471467,1424698467259,2714209839,5035400.0,198.5939548000159,3,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=025,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,25,2746,1424698473953476002,1424698487831960108,13.878484106,1424698476002,1424698489825,1424698482913,4481536865,5035400.0,198.5939548000159,4,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=026,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,26,687,1424698493023396876,1424698496476742611,3.453345735,1424698495014,1424698498467,1424698496743,5191436768,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=027,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,27,1734,1424698498934018002,1424698508250444573,9.316426571,1424698500001,1424698510241,1424698505877,2457275391,5035400.0,198.5939548000159,3,included,,validation
user=a/device=nexus4_1/activity=bike/bout=01/segment=028,user=a/device=nexus4_1/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,0,bike,28,484,1424698512978612082,1424698515410853472,2.43224139,1424698514994,1424698517429,1424698516214,4728167509,5035400.0,198.5939548000159,0,excluded,insufficient_continuous_duration,excluded
user=a/device=nexus4_1/activity=sit/bout=01/segment=001,user=a/device=nexus4_1/activity=sit/bout=01,user=a/activity=sit/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,1,sit,1,734,1424696943017983841,1424696946704980437,3.686996596,1424696945006,1424696948699,1424696946855,,5035400.0,198.5939548000159,1,included,,train
user=a/device=nexus4_1/activity=sit/bout=01/segment=002,user=a/device=nexus4_1/activity=sit/bout=01,user=a/activity=sit/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,1,sit,2,59220,1424696952027490202,1424697250916884849,298.889394647,1424696954023,1424697252910,1424697103471,5322509765,5035400.0,198.5939548000159,99,included,,train
user=a/device=nexus4_1/activity=stairsdown/bout=01/segment=001,user=a/device=nexus4_1/activity=stairsdown/bout=01,user=a/activity=stairsdown/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,1,5230,1424697672392981833,1424697698821240762,26.428258929,1424697674436,1424697700812,1424697687632,,5035400.0,198.5939548000159,8,included,,train
user=a/device=nexus4_1/activity=stairsdown/bout=01/segment=002,user=a/device=nexus4_1/activity=stairsdown/bout=01,user=a/activity=stairsdown/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,2,5545,1424697702349113314,1424697730307943863,27.958830549,1424697704335,1424697732300,1424697718339,3527872552,5035400.0,198.5939548000159,9,included,,train
user=a/device=nexus4_1/activity=stairsdown/bout=02/segment=001,user=a/device=nexus4_1/activity=stairsdown/bout=02,user=a/activity=stairsdown/execution=02,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,1,1976,1424697779141273545,1424697789087185956,9.945912411,1424697781133,1424697791086,1424697786106,,5035400.0,198.5939548000159,3,included,,train
user=a/device=nexus4_1/activity=stairsdown/bout=02/segment=002,user=a/device=nexus4_1/activity=stairsdown/bout=02,user=a/activity=stairsdown/execution=02,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,2,1,1424697790501980878,1424697790501980878,0.0,1424697792000,1424697792000,1424697792000,1414794922,,,0,excluded,insufficient_continuous_duration,excluded
user=a/device=nexus4_1/activity=stairsdown/bout=02/segment=003,user=a/device=nexus4_1/activity=stairsdown/bout=02,user=a/activity=stairsdown/execution=02,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,3,6680,1424697793473780303,1424697829152391040,35.678610737,1424697796004,1424697831153,1424697814016,2971799425,5035400.0,198.5939548000159,11,included,,train
user=a/device=nexus4_1/activity=stairsdown/bout=03/segment=001,user=a/device=nexus4_1/activity=stairsdown/bout=03,user=a/activity=stairsdown/execution=03,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,1,103,1424697883690213555,1424697884214042343,0.523828788,1424697885687,1424697886205,1424697885940,,5035401.0,198.59391536046485,0,excluded,insufficient_continuous_duration,excluded
user=a/device=nexus4_1/activity=stairsdown/bout=03/segment=002,user=a/device=nexus4_1/activity=stairsdown/bout=03,user=a/activity=stairsdown/execution=03,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,2,3740,1424697887291274126,1424697906129663401,18.838389275,1424697889278,1424697908122,1424697898711,3077231783,5035400.0,198.5939548000159,6,included,,train
user=a/device=nexus4_1/activity=stairsdown/bout=03/segment=003,user=a/device=nexus4_1/activity=stairsdown/bout=03,user=a/activity=stairsdown/execution=03,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,3,5032,1424697910988824778,1424697937277244492,26.288419714,1424697913003,1424697939268,1424697926303,4859161377,5035400.0,198.5939548000159,8,included,,train
user=a/device=nexus4_1/activity=stairsdown/bout=04/segment=001,user=a/device=nexus4_1/activity=stairsdown/bout=04,user=a/activity=stairsdown/execution=04,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,1,6453,1424697991453667991,1424698023944556885,32.490888894,1424697993453,1424698025939,1424698009694,,5035400.0,198.5939548000159,10,included,,train
user=a/device=nexus4_1/activity=stairsdown/bout=04/segment=002,user=a/device=nexus4_1/activity=stairsdown/bout=04,user=a/activity=stairsdown/execution=04,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,2,3026,1424698029030463868,1424698044279295406,15.248831538,1424698031012,1424698046270,1424698038638,5085906983,5035400.0,198.5939548000159,5,included,,train
user=a/device=nexus4_1/activity=stairsdown/bout=05/segment=001,user=a/device=nexus4_1/activity=stairsdown/bout=05,user=a/activity=stairsdown/execution=05,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,1,570,1424698098143809248,1424698101008293529,2.864484281,1424698100142,1424698103002,1424698101568,,5035400.0,198.5939548000159,0,excluded,insufficient_continuous_duration,excluded
user=a/device=nexus4_1/activity=stairsdown/bout=05/segment=002,user=a/device=nexus4_1/activity=stairsdown/bout=05,user=a/activity=stairsdown/execution=05,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,2,649,1424698106023552318,1424698109289449563,3.265897245,1424698108008,1424698111281,1424698109650,5015258789,5035400.0,198.5939548000159,1,included,,test
user=a/device=nexus4_1/activity=stairsdown/bout=05/segment=003,user=a/device=nexus4_1/activity=stairsdown/bout=05,user=a/activity=stairsdown/execution=05,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,3,6,1424698111020845125,1424698111097127786,0.076282661,1424698113006,1424698113037,1424698113020,1731395562,5065918.0,197.39758914376426,0,excluded,insufficient_continuous_duration,excluded
user=a/device=nexus4_1/activity=stairsdown/bout=05/segment=004,user=a/device=nexus4_1/activity=stairsdown/bout=05,user=a/activity=stairsdown/execution=05,a,user=a|device=nexus4_1,nexus4,nexus4_1,5,stairsdown,4,5979,1424698114928346346,1424698145113716487,30.185370141,1424698117001,1424698147107,1424698132055,3831218560,5035400.0,198.5939548000159,10,included,,test
user=a/device=nexus4_1/activity=stairsup/bout=01/segment=001,user=a/device=nexus4_1/activity=stairsup/bout=01,user=a/activity=stairsup/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,4,stairsup,1,1839,1424697663324714604,1424697672387946432,9.063231828,1424697665003,1424697674380,1424697669729,,5035400.0,198.5939548000159,3,included,,train
user=a/device=nexus4_1/activity=stairsup/bout=02/segment=001,user=a/device=nexus4_1/activity=stairsup/bout=02,user=a/activity=stairsup/execution=02,a,user=a|device=nexus4_1,nexus4,nexus4_1,4,stairsup,1,9482,1424697730312857193,1424697779136238144,48.823380951,1424697732312,1424697781128,1424697756177,,5035400.0,198.5939548000159,16,included,,validation
user=a/device=nexus4_1/activity=stairsup/bout=03/segment=001,user=a/device=nexus4_1/activity=stairsup/bout=03,user=a/activity=stairsup/execution=03,a,user=a|device=nexus4_1,nexus4,nexus4_1,4,stairsup,1,4956,1424697829157426440,1424697854115054608,24.957628168,1424697831160,1424697856108,1424697843634,,5035400.0,198.5939548000159,8,included,,train
user=a/device=nexus4_1/activity=stairsup/bout=03/segment=002,user=a/device=nexus4_1/activity=stairsup/bout=03,user=a/activity=stairsup/execution=03,a,user=a|device=nexus4_1,nexus4,nexus4_1,4,stairsup,2,5448,1424697855117099286,1424697883685208672,28.568109386,1424697857005,1424697885676,1424697871945,1002044678,5035400.0,198.5939548000159,9,included,,train
user=a/device=nexus4_1/activity=stairsup/bout=04/segment=001,user=a/device=nexus4_1/activity=stairsup/bout=04,user=a/activity=stairsup/execution=04,a,user=a|device=nexus4_1,nexus4,nexus4_1,4,stairsup,1,10755,1424697937282279892,1424697991448388450,54.166108558,1424697939276,1424697993439,1424697966358,,5035400.0,198.5939548000159,18,included,,train
user=a/device=nexus4_1/activity=stairsup/bout=05/segment=001,user=a/device=nexus4_1/activity=stairsup/bout=05,user=a/activity=stairsup/execution=05,a,user=a|device=nexus4_1,nexus4,nexus4_1,4,stairsup,1,10694,1424698044284361323,1424698098137888838,53.853527515,1424698046275,1424698100129,1424698073209,,5035400.0,198.5939548000159,17,included,,train
user=a/device=nexus4_1/activity=stand/bout=01/segment=001,user=a/device=nexus4_1/activity=stand/bout=01,user=a/activity=stand/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,2,stand,1,33,1424565699953704093,1424565700144896720,0.191192627,1424696773948,1424696774135,1424696774105,,5035400.0,198.5939548000159,0,excluded,insufficient_continuous_duration,excluded
user=a/device=nexus4_1/activity=stand/bout=01/segment=002,user=a/device=nexus4_1/activity=stand/bout=01,user=a/activity=stand/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,2,stand,2,771,1424696631913248572,1424696635790618919,3.877370347,1424696633908,1424696637785,1424696635850,130931768351852,5035400.0,198.5939548000159,1,included,,train
user=a/device=nexus4_1/activity=stand/bout=01/segment=003,user=a/device=nexus4_1/activity=stand/bout=01,user=a/activity=stand/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,2,stand,3,670,1424696641017364525,1424696644387599822,3.370235297,1424696643009,1424696646378,1424696644698,5226745606,5035400.0,198.5939548000159,1,included,,train
user=a/device=nexus4_1/activity=stand/bout=01/segment=004,user=a/device=nexus4_1/activity=stand/bout=01,user=a/activity=stand/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,2,stand,4,761,1424696649024806854,1424696652850427781,3.825620927,1424696651018,1424696654845,1424696652931,4637207032,5035400.0,198.5939548000159,1,included,,train
user=a/device=nexus4_1/activity=stand/bout=01/segment=005,user=a/device=nexus4_1/activity=stand/bout=01,user=a/activity=stand/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,2,stand,5,52126,1424696658011774217,1424696921674668776,263.662894559,1424696660004,1424696923667,1424696792389,5161346436,5035400.0,198.5939548000159,87,included,,train
user=a/device=nexus4_1/activity=stand/bout=01/segment=006,user=a/device=nexus4_1/activity=stand/bout=01,user=a/activity=stand/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,2,stand,6,802,1424696926012543817,1424696930040445085,4.027901268,1424696928000,1424696932036,1424696930018,4337875041,5035400.0,198.5939548000159,1,included,,train
user=a/device=nexus4_1/activity=walk/bout=01/segment=001,user=a/device=nexus4_1/activity=walk/bout=01,user=a/activity=walk/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,3,walk,1,1786,1424697360532585147,1424697369536670766,9.004085619,1424697362523,1424697371534,1424697367033,,5035400.0,198.5939548000159,3,included,,test
user=a/device=nexus4_1/activity=walk/bout=01/segment=002,user=a/device=nexus4_1/activity=walk/bout=01,user=a/activity=walk/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,3,walk,2,3456,1424697374013111196,1424697391408921211,17.395810015,1424697376003,1424697393403,1424697384705,4476440430,5035400.0,198.5939548000159,5,included,,test
user=a/device=nexus4_1/activity=walk/bout=01/segment=003,user=a/device=nexus4_1/activity=walk/bout=01,user=a/activity=walk/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,3,walk,3,4075,1424697396011277168,1424697417044481993,21.033204825,1424697398007,1424697419035,1424697408261,4602355957,5035400.0,198.5939548000159,7,included,,test
user=a/device=nexus4_1/activity=walk/bout=01/segment=004,user=a/device=nexus4_1/activity=walk/bout=01,user=a/activity=walk/execution=01,a,user=a|device=nexus4_1,nexus4,nexus4_1,3,walk,4,41626,1424697422014513731,1424697634223267582,212.208753851,1424697424009,1424697636217,1424697528927,4970031738,5035400.0,198.5939548000159,70,included,,test
user=a/device=nexus4_2/activity=bike/bout=01/segment=001,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,1,544,1424700063721337171,1424700066455819020,2.734481849,1424698217672,1424698220400,1424698219037,,5035400.0,198.5939548000159,0,excluded,insufficient_continuous_duration,excluded
user=a/device=nexus4_2/activity=bike/bout=01/segment=002,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,2,659,1424700069039132008,1424700073325777158,4.28664515,1424698223958,1424698227276,1424698225615,2583312988,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=003,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,3,812,1424700078008669003,1424700082102488209,4.093819206,1424698231954,1424698236052,1424698233996,4682891845,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=004,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,4,4260,1424700087017038990,1424700110353756918,23.336717928,1424698240962,1424698264299,1424698252933,4914550781,5035400.0,198.5939548000159,7,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=005,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,5,1698,1424700111758877768,1424700120932459067,9.173581299,1424698265952,1424698274881,1424698270270,1405120850,5035400.0,198.5939548000159,3,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=006,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,6,12288,1424700123893274496,1424700188396866750,64.503592254,1424698277956,1424698342346,1424698310854,2960815429,5035400.0,198.5939548000159,21,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=007,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,7,748,1424700192868332814,1424700196773496343,3.905163529,1424698346959,1424698350722,1424698348840,4471466064,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=008,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,8,1343,1424700198651731206,1424700205186169085,6.534437879,1424698351951,1424698359131,1424698355754,1878234863,5035400.0,198.5939548000159,2,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=009,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,9,7,1424700206943493303,1424700206973725221,0.030231918,1424698360952,1424698360982,1424698360967,1757324218,5035400.5,198.5939350802384,0,excluded,insufficient_continuous_duration,excluded
user=a/device=nexus4_2/activity=bike/bout=01/segment=010,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,10,1445,1424700210649598023,1424700218280637182,7.631039159,1424698364954,1424698372230,1424698368597,3675872802,5035400.0,198.5939548000159,2,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=011,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,11,1125,1424700220315091528,1424700225953592451,5.638500923,1424698373957,1424698379898,1424698377074,2034454346,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=012,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,12,2190,1424700230701975020,1424700242688076849,11.986101829,1424698384961,1424698396633,1424698390474,4748382569,5035400.0,198.5939548000159,4,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=013,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,13,2837,1424700247018490667,1424700261297757439,14.279266772,1424698400958,1424698415243,1424698408104,4330413818,5035400.0,198.5939548000159,4,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=014,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,14,918,1424700265704007439,1424700269628225302,3.924217863,1424698418956,1424698423574,1424698421269,4406250000,5026478.0,198.94645913102573,1,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=015,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,15,1061,1424700271012421829,1424700277976715514,6.964293685,1424698424957,1424698431921,1424698429256,1384196527,5035400.0,198.5939548000159,2,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=016,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,16,1631,1424700282981903502,1424700291540260236,8.558356734,1424698436960,1424698446949,1424698441070,5005187988,5035400.0,198.5939548000159,2,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=017,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,17,1005,1424700293171638410,1424700298148939201,4.977300791,1424698446966,1424698452093,1424698449568,1631378174,5035400.0,198.5939548000159,1,included,,validation
user=a/device=nexus4_2/activity=bike/bout=01/segment=018,user=a/device=nexus4_2/activity=bike/bout=01,user=a/activity=bike/execution=01,a,user=a|device=nexus4_2,nexus4,nexus4_2,0,bike,18,1740,1424700300540266105,1424700309925266331,9.385000226,1424698453962,1424698463875,1424698459491,2391326904,5035400.0,198.5939548000159,3,included,,validation
